day,site_id,sku_id,sku_name,abc_class,xyz_class,true_stock_level,perceived_stock_level,on_order,demand,fulfilled,stockout,reorder_point
14,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,143.95,0.0,True,227.04
14,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,121.97,0.0,True,246.72
14,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,93.49,0.0,True,283.2
14,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,128.13,0.0,True,258.24
14,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,149.0,0.0,True,304.8
14,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,110.6,0.0,True,136.32
14,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,0.0,517.32,100.79,0.0,True,91.2
14,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,161.81,0.0,True,136.32
14,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,133.2,0.0,True,307.92
14,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,198.25,0.0,True,273.6
15,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,127.92,0.0,True,227.04
15,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,139.68,0.0,True,246.72
15,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,116.02,0.0,True,283.2
15,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,157.09,0.0,True,258.24
15,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,169.99,0.0,True,304.8
15,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,111.79,0.0,True,136.32
15,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,0.0,517.32,130.38,0.0,True,91.2
15,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,106.05,0.0,True,136.32
15,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,112.48,0.0,True,307.92
15,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,160.4,0.0,True,273.6
16,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,113.1,0.0,True,227.04
16,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,102.6,0.0,True,246.72
16,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,158.97,0.0,True,283.2
16,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,129.78,0.0,True,258.24
16,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,160.26,0.0,True,304.8
16,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,99.21,0.0,True,136.32
16,SITE_C,HSC-106,Surgical Mask,C,Y,402.30588078214646,0.0,517.32,115.01,115.01,False,91.2
16,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,115.58,0.0,True,136.32
16,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,107.78,0.0,True,307.92
16,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,189.51,0.0,True,273.6
17,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,168.65,0.0,True,227.04
17,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,111.32,0.0,True,246.72
17,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,138.51,0.0,True,283.2
17,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,155.1,0.0,True,258.24
17,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,157.53,0.0,True,304.8
17,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,109.44,0.0,True,136.32
17,SITE_C,HSC-106,Surgical Mask,C,Y,297.40953021773174,517.32,517.32,104.9,104.9,False,91.2
17,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,144.45,0.0,True,136.32
17,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,133.71,0.0,True,307.92
17,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,139.17,0.0,True,273.6
18,SITE_C,HSC-100,Ventilator,B,Y,689.3022804679248,0.0,839.52,150.22,150.22,False,227.04
18,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,137.97,0.0,True,246.72
18,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,135.48,0.0,True,283.2
18,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,68.29,0.0,True,258.24
18,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,205.69,0.0,True,304.8
18,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,99.05,0.0,True,136.32
18,SITE_C,HSC-106,Surgical Mask,C,Y,184.39327826097488,402.30588078214646,517.32,113.02,113.02,False,91.2
18,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,170.53,0.0,True,136.32
18,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,136.39,0.0,True,307.92
18,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,141.68,0.0,True,273.6
19,SITE_C,HSC-100,Ventilator,B,Y,521.2014122618974,839.52,839.52,168.1,168.1,False,227.04
19,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,134.46,0.0,True,246.72
19,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,166.62,0.0,True,283.2
19,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,113.43,0.0,True,258.24
19,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,180.7,0.0,True,304.8
19,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,135.57,0.0,True,136.32
19,SITE_C,HSC-106,Surgical Mask,C,Y,72.53182047893357,297.40953021773174,517.32,111.86,111.86,False,91.2
19,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,143.26,0.0,True,136.32
19,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,94.54,0.0,True,307.92
19,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,117.08,0.0,True,273.6
20,SITE_C,HSC-100,Ventilator,B,Y,353.0013420353047,689.3022804679248,839.52,168.2,168.2,False,227.04
20,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,141.52,0.0,True,246.72
20,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,120.01,0.0,True,283.2
20,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,138.19,0.0,True,258.24
20,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,149.46,0.0,True,304.8
20,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,128.1,0.0,True,136.32
20,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,184.39327826097488,517.32,95.23,72.53,True,91.2
20,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,179.7,0.0,True,136.32
20,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,106.19,0.0,True,307.92
20,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,212.68,0.0,True,273.6
21,SITE_C,HSC-100,Ventilator,B,Y,226.0528249224667,523.0,839.52,126.95,126.95,False,227.04
21,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,165.9,0.0,True,246.72
21,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,167.8,0.0,True,283.2
21,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,109.22,0.0,True,258.24
21,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,154.4,0.0,True,304.8
21,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,111.54,0.0,True,136.32
21,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,72.53182047893357,517.32,98.24,0.0,True,91.2
21,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,160.74,0.0,True,136.32
21,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,90.51,0.0,True,307.92
21,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,175.59,0.0,True,273.6
22,SITE_C,HSC-100,Ventilator,B,Y,92.22332377043108,353.0013420353047,839.52,133.83,133.83,False,227.04
22,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,123.8,0.0,True,246.72
22,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,146.04,0.0,True,283.2
22,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,162.86,0.0,True,258.24
22,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,187.14,0.0,True,304.8
22,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,93.21,0.0,True,136.32
22,SITE_C,HSC-106,Surgical Mask,C,Y,418.01518984263805,0.0,517.32,99.3,99.3,False,91.2
22,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,146.13,0.0,True,136.32
22,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,62.17,0.0,True,307.92
22,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,160.47,0.0,True,273.6
23,SITE_C,HSC-100,Ventilator,B,Y,0.0,226.0528249224667,839.52,124.94,92.22,True,227.04
23,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,188.86,0.0,True,246.72
23,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,130.8,0.0,True,283.2
23,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,145.2,0.0,True,258.24
23,SITE_C,HSC-104,IV Drip,A,Y,1025.746228662998,0.0,1235.04,209.29,209.29,False,304.8
23,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,116.14,0.0,True,136.32
23,SITE_C,HSC-106,Surgical Mask,C,Y,291.8101546522301,607.0,517.32,126.21,126.21,False,91.2
23,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,142.51,0.0,True,136.32
23,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,80.49,0.0,True,307.92
23,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,160.59,0.0,True,273.6
24,SITE_C,HSC-100,Ventilator,B,Y,0.0,92.22332377043108,839.52,129.74,0.0,True,227.04
24,SITE_C,HSC-101,X-ray Machine,A,Y,1479.969669247758,0.0,1651.68,171.71,171.71,False,246.72
24,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,109.45,0.0,True,283.2
24,SITE_C,HSC-103,Gloves,B,Y,1374.9148678647798,0.0,1506.24,131.33,131.33,False,258.24
24,SITE_C,HSC-104,IV Drip,A,Y,833.8280818393954,1235.04,1235.04,191.92,191.92,False,304.8
24,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,70.26,0.0,True,136.32
24,SITE_C,HSC-106,Surgical Mask,C,Y,204.2607302662153,418.01518984263805,517.32,87.55,87.55,False,91.2
24,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,127.04,0.0,True,136.32
24,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,118.59,0.0,True,307.92
24,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,138.78,0.0,True,273.6
25,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,144.04,0.0,True,227.04
25,SITE_C,HSC-101,X-ray Machine,A,Y,1348.2122579066374,1030.0,1651.68,131.76,131.76,False,246.72
25,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,160.63,0.0,True,283.2
25,SITE_C,HSC-103,Gloves,B,Y,1226.2015225546966,1506.24,1506.24,148.71,148.71,False,258.24
25,SITE_C,HSC-104,IV Drip,A,Y,641.6666853556835,1025.746228662998,1235.04,192.16,192.16,False,304.8
25,SITE_C,HSC-105,Surgical Mask,C,Y,991.6226430893212,0.0,1118.88,127.26,127.26,False,136.32
25,SITE_C,HSC-106,Surgical Mask,C,Y,52.64061159838238,291.8101546522301,517.32,151.62,151.62,False,91.2
25,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,205.89,0.0,True,136.32
25,SITE_C,HSC-108,X-ray Machine,C,Y,1576.4570986940494,0.0,1681.2,104.74,104.74,False,307.92
25,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,163.18,0.0,True,273.6
26,SITE_C,HSC-100,Ventilator,B,Y,689.8046171083247,0.0,839.52,149.72,149.72,False,227.04
26,SITE_C,HSC-101,X-ray Machine,A,Y,1236.1831947685282,2262.0,1651.68,112.03,112.03,False,246.72
26,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,130.4,0.0,True,283.2
26,SITE_C,HSC-103,Gloves,B,Y,1068.38604486686,1374.9148678647798,1506.24,157.82,157.82,False,258.24
26,SITE_C,HSC-104,IV Drip,A,Y,528.1841926067211,833.8280818393954,1235.04,113.48,113.48,False,304.8
26,SITE_C,HSC-105,Surgical Mask,C,Y,861.1705410567331,1116.0,1118.88,130.45,130.45,False,136.32
26,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,204.2607302662153,517.32,97.44,52.64,True,91.2
26,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,136.22,0.0,True,136.32
26,SITE_C,HSC-108,X-ray Machine,C,Y,1451.3386159865938,1681.2,1681.2,125.12,125.12,False,307.92
26,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,165.09,0.0,True,273.6
27,SITE_C,HSC-100,Ventilator,B,Y,614.8344644317968,839.52,839.52,74.97,74.97,False,227.04
27,SITE_C,HSC-101,X-ray Machine,A,Y,1141.5773635477874,1899.0,1651.68,94.61,94.61,False,246.72
27,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,123.71,0.0,True,283.2
27,SITE_C,HSC-103,Gloves,B,Y,907.7792148930959,1226.2015225546966,1506.24,160.61,160.61,False,258.24
27,SITE_C,HSC-104,IV Drip,A,Y,382.699492741874,641.6666853556835,1235.04,145.48,145.48,False,304.8
27,SITE_C,HSC-105,Surgical Mask,C,Y,784.8587103440433,991.6226430893212,1118.88,76.31,76.31,False,136.32
27,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,52.64061159838238,517.32,123.51,0.0,True,91.2
27,SITE_C,HSC-107,IV Drip,B,Y,1652.5799528437944,0.0,1743.84,91.26,91.26,False,136.32
27,SITE_C,HSC-108,X-ray Machine,C,Y,1323.651363433381,1576.4570986940494,1681.2,127.69,127.69,False,307.92
27,SITE_C,HSC-109,Gloves,A,Y,1114.6395709060414,0.0,1252.8,138.16,138.16,False,273.6
28,SITE_C,HSC-100,Ventilator,B,Y,492.12448598747716,689.8046171083247,839.52,122.71,122.71,False,227.04
28,SITE_C,HSC-101,X-ray Machine,A,Y,989.5428083538515,1236.1831947685282,1651.68,152.03,152.03,False,246.72
28,SITE_C,HSC-102,X-ray Machine,B,Y,1501.2281217322702,0.0,1635.36,134.13,134.13,False,283.2
28,SITE_C,HSC-103,Gloves,B,Y,786.1984096632694,1068.38604486686,1506.24,121.58,121.58,False,258.24
28,SITE_C,HSC-104,IV Drip,A,Y,254.68083547757,528.1841926067211,1235.04,128.02,128.02,False,304.8
28,SITE_C,HSC-105,Surgical Mask,C,Y,664.51274582576,861.1705410567331,1118.88,120.35,120.35,False,136.32
28,SITE_C,HSC-106,Surgical Mask,C,Y,421.29570751684855,0.0,517.32,96.02,96.02,False,91.2
28,SITE_C,HSC-107,IV Drip,B,Y,1490.7108136511797,1743.84,1743.84,161.87,161.87,False,136.32
28,SITE_C,HSC-108,X-ray Machine,C,Y,1202.453267715683,1451.3386159865938,1681.2,121.2,121.2,False,307.92
28,SITE_C,HSC-109,Gloves,A,Y,985.6169757237656,1252.8,1252.8,129.02,129.02,False,273.6
29,SITE_C,HSC-100,Ventilator,B,Y,342.4277323607503,614.8344644317968,839.52,149.7,149.7,False,227.04
29,SITE_C,HSC-101,X-ray Machine,A,Y,898.0908147182315,1141.5773635477874,1651.68,91.45,91.45,False,246.72
29,SITE_C,HSC-102,X-ray Machine,B,Y,1355.8495757783876,1635.36,1635.36,145.38,145.38,False,283.2
29,SITE_C,HSC-103,Gloves,B,Y,625.2072846156394,907.7792148930959,1506.24,160.99,160.99,False,258.24
29,SITE_C,HSC-104,IV Drip,A,Y,76.17650539909786,382.699492741874,1235.04,178.5,178.5,False,304.8
29,SITE_C,HSC-105,Surgical Mask,C,Y,552.3255098598627,977.0,1118.88,112.19,112.19,False,136.32
29,SITE_C,HSC-106,Surgical Mask,C,Y,318.02079340533635,517.32,517.32,103.27,103.27,False,91.2
29,SITE_C,HSC-107,IV Drip,B,Y,1320.2075058168089,1652.5799528437944,1743.84,170.5,170.5,False,136.32
29,SITE_C,HSC-108,X-ray Machine,C,Y,1071.8820805078774,1323.651363433381,1681.2,130.57,130.57,False,307.92
29,SITE_C,HSC-109,Gloves,A,Y,798.0504946643255,1114.6395709060414,1252.8,187.57,187.57,False,273.6
